question_id,domain,subcategory,question_type,difficulty,question,key_concepts,roles,content_status
behavioral-023,Behavioral/HR,Teamwork,follow_up,medium,What would you do if you believed a teammate's technical approach was wrong? How would you answer this if the interviewer asked for a concrete production example?,Behavioral/HR; Teamwork,software_engineer; ai_engineer; backend_engineer; frontend_engineer; data_scientist,expanded
behavioral-024,Behavioral/HR,Pressure,scenario,hard,What do you do when you do not know the answer to a technical question? How would you answer this if the interviewer asked for a concrete production example?,Behavioral/HR; Pressure,software_engineer; ai_engineer; backend_engineer; frontend_engineer; data_scientist,expanded
behavioral-025,Behavioral/HR,Situational,practical,easy,You realize your estimate was too optimistic. What do you tell your manager? How would you answer this if the interviewer asked for a concrete production example?,Behavioral/HR; Situational,software_engineer; ai_engineer; backend_engineer; frontend_engineer; data_scientist,expanded
behavioral-026,Behavioral/HR,Introduction,tradeoff,medium,Why are you interested in this role? How would you answer this if the interviewer asked for a concrete production example?,Behavioral/HR; Introduction,software_engineer; ai_engineer; backend_engineer; frontend_engineer; data_scientist,expanded
behavioral-027,Behavioral/HR,Projects,debugging,medium,Describe a project that did not go as planned and what you changed. How would you answer this if the interviewer asked for a concrete production example?,Behavioral/HR; Projects,software_engineer; ai_engineer; backend_engineer; frontend_engineer; data_scientist,expanded
behavioral-028,Behavioral/HR,Teamwork,design,medium,How do you respond to constructive criticism? How would you answer this if the interviewer asked for a concrete production example?,Behavioral/HR; Teamwork,software_engineer; ai_engineer; backend_engineer; frontend_engineer; data_scientist,expanded
behavioral-029,Behavioral/HR,Pressure,conceptual,hard,How do you prioritize when several tasks are urgent? How would you answer this if the interviewer asked for a concrete production example?,Behavioral/HR; Pressure,software_engineer; ai_engineer; backend_engineer; frontend_engineer; data_scientist,expanded
behavioral-030,Behavioral/HR,Situational,optimization,easy,A teammate asks you to hide a bug before a demo. What would you do? How would you answer this if the interviewer asked for a concrete production example?,Behavioral/HR; Situational,software_engineer; ai_engineer; backend_engineer; frontend_engineer; data_scientist,expanded
behavioral-031,Behavioral/HR,Introduction,follow_up,medium,Why should we hire you as a fresher? How would you answer this if the interviewer asked for a concrete production example?,Behavioral/HR; Introduction,software_engineer; ai_engineer; backend_engineer; frontend_engineer; data_scientist,expanded
behavioral-032,Behavioral/HR,Projects,scenario,medium,Tell me about a bug that took a long time to solve. How would you answer this if the interviewer asked for a concrete production example?,Behavioral/HR; Projects,software_engineer; ai_engineer; backend_engineer; frontend_engineer; data_scientist,expanded
behavioral-033,Behavioral/HR,Teamwork,practical,medium,Tell me about a disagreement with a teammate and how you handled it. What edge case or failure mode would you test before calling this solution complete?,Behavioral/HR; Teamwork,software_engineer; ai_engineer; backend_engineer; frontend_engineer; data_scientist,expanded
behavioral-034,Behavioral/HR,Pressure,tradeoff,hard,Tell me about a technical mistake you made and what you learned. What edge case or failure mode would you test before calling this solution complete?,Behavioral/HR; Pressure,software_engineer; ai_engineer; backend_engineer; frontend_engineer; data_scientist,expanded
behavioral-035,Behavioral/HR,Situational,debugging,easy,You are assigned a task with unclear requirements. What is your first step? What edge case or failure mode would you test before calling this solution complete?,Behavioral/HR; Situational,software_engineer; ai_engineer; backend_engineer; frontend_engineer; data_scientist,expanded
behavioral-036,Behavioral/HR,Introduction,design,medium,What are you currently learning outside college or work? How would you answer this if the interviewer asked for a concrete production example?,Behavioral/HR; Introduction,software_engineer; ai_engineer; backend_engineer; frontend_engineer; data_scientist,expanded
behavioral-037,Behavioral/HR,Projects,conceptual,medium,What would you redesign in your most important project today? How would you answer this if the interviewer asked for a concrete production example?,Behavioral/HR; Projects,software_engineer; ai_engineer; backend_engineer; frontend_engineer; data_scientist,expanded
behavioral-038,Behavioral/HR,Teamwork,optimization,medium,What would you do if you believed a teammate's technical approach was wrong? What edge case or failure mode would you test before calling this solution complete?,Behavioral/HR; Teamwork,software_engineer; ai_engineer; backend_engineer; frontend_engineer; data_scientist,expanded
behavioral-039,Behavioral/HR,Pressure,follow_up,hard,What do you do when you do not know the answer to a technical question? What edge case or failure mode would you test before calling this solution complete?,Behavioral/HR; Pressure,software_engineer; ai_engineer; backend_engineer; frontend_engineer; data_scientist,expanded
behavioral-040,Behavioral/HR,Situational,scenario,easy,You realize your estimate was too optimistic. What do you tell your manager? What edge case or failure mode would you test before calling this solution complete?,Behavioral/HR; Situational,software_engineer; ai_engineer; backend_engineer; frontend_engineer; data_scientist,expanded
behavioral-041,Behavioral/HR,Introduction,practical,medium,"Tell me about yourself, focusing on experiences relevant to this role. What edge case or failure mode would you test before calling this solution complete?",Behavioral/HR; Introduction,software_engineer; ai_engineer; backend_engineer; frontend_engineer; data_scientist,expanded
behavioral-042,Behavioral/HR,Projects,tradeoff,medium,Tell me about a project where you made an important technical decision. What edge case or failure mode would you test before calling this solution complete?,Behavioral/HR; Projects,software_engineer; ai_engineer; backend_engineer; frontend_engineer; data_scientist,expanded
behavioral-043,Behavioral/HR,Teamwork,debugging,medium,How do you respond to constructive criticism? What edge case or failure mode would you test before calling this solution complete?,Behavioral/HR; Teamwork,software_engineer; ai_engineer; backend_engineer; frontend_engineer; data_scientist,expanded
behavioral-044,Behavioral/HR,Pressure,design,hard,How do you prioritize when several tasks are urgent? What edge case or failure mode would you test before calling this solution complete?,Behavioral/HR; Pressure,software_engineer; ai_engineer; backend_engineer; frontend_engineer; data_scientist,expanded
behavioral-045,Behavioral/HR,Introduction,conceptual,easy,Why are you interested in this role? What edge case or failure mode would you test before calling this solution complete?,Behavioral/HR; Introduction,software_engineer; ai_engineer; backend_engineer; frontend_engineer; data_scientist,expanded
behavioral-046,Behavioral/HR,Projects,optimization,medium,Describe a project that did not go as planned and what you changed. What edge case or failure mode would you test before calling this solution complete?,Behavioral/HR; Projects,software_engineer; ai_engineer; backend_engineer; frontend_engineer; data_scientist,expanded
behavioral-047,Behavioral/HR,Introduction,follow_up,medium,Why should we hire you as a fresher? What edge case or failure mode would you test before calling this solution complete?,Behavioral/HR; Introduction,software_engineer; ai_engineer; backend_engineer; frontend_engineer; data_scientist,expanded
behavioral-048,Behavioral/HR,Projects,scenario,medium,Tell me about a bug that took a long time to solve. What edge case or failure mode would you test before calling this solution complete?,Behavioral/HR; Projects,software_engineer; ai_engineer; backend_engineer; frontend_engineer; data_scientist,expanded
